150
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 
752.143 325.28 681.515 645.801 714.823 288.235 680.897 643.642 268.016 632.468 0 193.136 529.71 417.535 467.627 472.331 127.319 595.989 360.273 331.374 558.056 682.653 304.13 166.497 363.434 526.726 317.895 253.675 371.92 665.43 358.851 305.889 482.731 717.361 579.731 59.5134 292.71 287.276 151.287 178.273 205.084 261.878 262.897 560.813 609.877 391.652 281.722 692.761 364.01 462.917 302.183 521.984 184.459 405.919 463.429 483.381 172.399 442.836 491.16 141.533 51.2535 665.557 672.573 489.5 521.444 133.655 280.298 653.21 83.1402 436.894 583.434 399.845 728.573 469.453 549.182 753.432 393.211 485.047 522.682 428.244 364.056 809.556 468.709 665.368 600.44 404.87 758.214 580.274 634.035 411.06 630.483 422.027 559.379 591.64 779.042 618.319 638.022 741.327 379.901 700.264 197.858 437.008 737.83 683.195 458.419 568.602 749.265 414.827 293.992 333.09 467.12 464.046 642.074 405.391 600.091 197.889 228.467 140.434 650.214 254.217 550.095 404.268 424.585 599.759 644.423 517.002 98.4409 635.433 305.282 77.7589 332.01 540.259 435.253 363.409 437.835 460.174 507.775 366.545 218.111 227.518 422.227 610.288 702.283 347.393 394.379 529.981 364.21 46.2648 655.595 605.904 
559.962 220.486 502.699 507.534 522.935 237.531 488.071 450.968 201.753 448.398 193.136 0 435.395 260.121 295.719 291.697 251.796 421.6 265.991 157.794 399.436 521.248 149.743 29.6934 191.168 339.176 253.86 199.531 245.503 474.067 283.789 140.157 290.002 525.913 387.569 137.497 207.161 132.895 126.031 95.6151 145.202 173.569 70.7408 425.579 478.897 199.889 144.799 505.162 242.206 325.205 115.778 331.414 54.0171 212.784 309.88 294.439 149.665 291.429 313.19 213.816 143.415 493.138 483.806 361.69 357.702 234.666 100.062 537.268 110.243 316.718 453.443 267.576 540.593 391.304 367.602 563.78 221.639 316.25 345.424 272.127 216.916 616.648 288.661 472.9 435.687 274.584 566.713 402.707 441.891 222.783 522.478 228.959 366.601 410.572 586.282 427.251 446.909 548.974 296.356 509.96 95.5684 339.98 545.148 540.848 268.726 462.027 556.695 297.889 101.09 185.359 278.916 349.341 458.365 320.992 457.543 61.9085 225.248 59.0178 538.853 141.589 368.64 239.637 353.519 406.623 482.495 324.114 96.7423 511.045 217.322 183.001 158.845 393.257 257.931 171.227 308.813 356.308 383.721 173.611 99.6713 287.629 254.618 437.702 513.663 235.585 285.658 339.627 243.181 217.174 488.68 460.972 
543.338 633.061 366.737 177.883 613.269 669.578 515.174 487.048 632.99 375.994 529.71 435.395 0 228.036 265.527 306.904 459.239 665.992 677.628 511.359 214.155 280.985 294.235 456.1 530.246 545.595 212.221 633.203 635.152 470.637 170.951 312.514 416.223 504.742 439.95 510.955 631.74 308.011 381.927 530.74 328.299 601.721 404.943 128.682 134.87 449.624 553.171 440.26 194.762 681.959 462.333 391.704 489.399 418.572 643.696 511.592 357.717 634.635 293.767 408.071 508.682 321.497 440.258 111.737 654.504 433.591 358.462 134.44 486.165 697.71 118.83 179.958 466.997 68.0154 598.053 502.74 281.074 251.241 293.745 219.593 590.22 653.347 557.575 493.811 708.872 653.059 533.535 310.633 467.593 485.432 104.661 430.28 446.703 336.376 636.713 439.59 574.829 540.129 710.39 628.284 355.867 739.061 547.506 215.474 367.352 49.6411 621.292 685.874 422.812 568.772 355.468 94.9279 378.175 731.561 166.542 379.358 311.046 476.287 126.23 565.837 324.58 254.963 111.433 491.98 261.083 433.055 462.512 134.986 228.446 457.244 313.055 718.793 292.56 389.028 681.071 79.8134 747.829 425.483 530.569 366.341 576.673 684.489 649.305 199.859 149.81 521.287 193.582 511.458 289.128 177.324 
396.448 422.453 273.991 249.529 425.515 471.988 344.505 309.193 435.66 240.448 417.535 260.121 228.036 0 66.5965 99.3575 403.353 442.587 464.795 292.189 141.389 265.629 114.783 287.843 307.064 322.958 192.9 439.774 416.498 309.438 178.208 120.02 197.038 356.532 248.643 377.139 428.116 132.286 273.117 351.379 227.258 402.531 206.372 171.678 225.622 222.148 345.659 309.323 91.8443 456.067 248.113 188.531 309.441 190.537 416.45 285.96 264.156 408.246 101.254 346.266 378.987 250.786 296.76 122.7 426.651 376.444 162.657 293.035 348.137 475.134 202.106 65.236 344.336 220.392 374.358 376.227 54.2456 74.0054 123.86 12.1495 369.729 489.57 329.755 323.618 483.116 431.185 394.402 175.717 291.941 257.553 286.734 202.484 245.734 194.391 466.056 266.284 371.849 389.029 497.589 431.98 219.801 519.89 391.56 281.285 146.644 234.109 443.845 465.115 211.882 351.861 138.329 134.206 248.099 516.623 198.689 223.856 272.912 315.006 298.657 365.728 159.178 27.6407 209.806 295.064 227.154 220.751 325.72 261.207 159.626 365.667 104.583 490.779 70.2399 163.749 457.307 156.811 521.801 199.803 338.814 358.425 349.775 461.249 448.88 113.311 117.43 301.258 93.1702 419.139 238.29 201.395 
329.859 428.003 214.98 240.044 363.596 486.504 279.034 244.403 451.248 175.497 467.627 295.719 265.527 66.5965 0 41.3995 463.945 401.262 467.262 292.536 112.704 227.242 164.563 324.961 300.395 280.914 259.448 457.786 413.564 243.039 243.245 161.991 151.127 289.936 186.017 422.666 439.384 180.749 329.046 380.252 286.927 417.782 232.588 177.084 227.339 206.779 356.361 243.657 158.3 440.108 257.011 129.489 339.896 170.479 396.723 249.733 323.292 391.663 35.08 407.325 425.644 198.586 230.393 153.834 397.089 437.412 195.699 301.954 393.44 465.486 208.623 128.516 278.987 271.552 333.696 310.306 74.9271 23.1417 58.6485 64.0477 365.48 424.067 301.094 257.959 445.788 423.432 327.866 114.146 226.677 237.587 303.352 177.121 186.534 130.105 401.226 200.507 314.696 322.497 499.453 372.588 272.436 514.399 325.193 264.715 103.879 259.804 379.909 458.384 227.019 352.851 90.5767 178.887 183.648 516.013 189.381 270.185 337.965 353.625 311.013 381.538 92.9982 65.7398 267.975 234.832 188.762 167.998 372.301 265.589 225.845 421.576 137.832 464.749 42.269 161.385 445.897 205.02 504.665 192.946 361.261 423.959 332.663 419.643 391.083 179.899 179.526 255.913 159.587 473.515 193.034 188.457 
302.88 403.659 211.04 271.862 326.235 466.478 246.648 210.646 432.139 160.64 472.331 291.697 306.904 99.3575 41.3995 0 479.497 360.284 441.023 267.389 141.339 243.845 176.037 321.366 271.599 240.036 289.907 440.014 385.157 214.378 277.456 168.187 110.209 263.664 149.303 423.958 417.974 190.278 340.676 370.112 303.091 398.826 224.325 214.816 263.178 175.997 335.644 224.713 189.975 405.919 237.407 89.8264 331.454 138.804 361.376 210.18 338.343 357.535 24.72 423.849 427.821 203.948 208.079 195.192 358.562 453.612 193.668 338.929 394.89 433.696 246.05 164.223 260.687 312.103 292.908 289.542 84.2477 58.5771 55.431 100.229 336.935 391.495 263.346 226.145 405.36 392.741 303.036 111.342 193.971 203.91 342.129 142.664 147.158 119.499 367.311 169.368 274.643 294.554 472.693 333.562 282.038 484.133 295.894 293.056 64.9284 300.314 344.651 427.899 212.132 327.031 50.2976 219.944 170.009 487.967 222.453 274.668 361.256 350.586 348.787 363.353 77.7765 88.038 306.734 196.154 206.759 126.698 375.052 301.673 253.105 432.157 140.671 427.006 39.0893 139.948 413.488 245.811 469.735 167.08 347.338 447.885 298.821 378.613 351.343 210.426 216.19 214.686 191.404 482.151 205.407 220.186 
777.318 433.613 677.221 600.286 762.179 408.188 711.702 673.873 383.771 638.269 127.319 251.796 459.239 403.353 463.945 479.497 0 673.376 472.889 408.407 534.776 656.917 303.58 235.521 441.839 587.587 252.479 371.271 474.47 688.42 293.07 314.287 517.559 739.668 608.297 164.61 405.038 290.375 142.705 278.976 177.045 371.646 308.799 516.933 560.18 444.843 376.449 704.138 328.376 562.717 367.281 546.204 268.646 449.031 555.256 542.006 141.164 535.582 493.501 57.3076 155.164 652.996 687.296 444.605 607.344 27.3557 306.798 590.732 169.059 543.284 534.275 366.979 740.064 393.435 618.794 768.901 395.38 476.68 522.339 411.839 457.482 849.449 540.342 693.749 685.978 506.74 780.033 577.692 661.216 471.941 563.603 466.881 592.327 593.781 820.645 641.29 689.154 767.668 495.827 753.312 202.269 550.712 766.477 639.629 482.86 503.714 792.599 521.902 346.13 425.334 487.637 411.803 646.93 521.705 560.131 222.731 149.497 220.592 584.75 355.941 554.519 398.226 348.348 637.734 620.611 552.069 165.448 579.669 257.929 72.4025 343.119 636.48 440.443 400.837 540.888 400.928 613.876 414.971 313.971 110.504 504.647 689.382 759.57 307.474 345.368 584.691 327.994 83.1853 636.799 567.696 
339.598 311.345 444.399 613.403 212.814 390.972 276.722 266.377 379.066 379.788 595.989 421.6 665.992 442.587 401.262 360.284 673.376 0 309.875 266.265 486.737 542.744 437.706 439.382 233.269 120.409 593.706 396.289 257.437 309.034 599.151 415.823 250.138 334.701 263.14 536.615 348.792 437.903 541.209 420.42 537.725 362.203 371.831 571.491 615.069 245.724 318.581 375.711 513.328 186.188 306.651 284.815 412.495 262.388 152.513 157.779 558.046 171.679 376.952 633.388 545.433 475.606 351.519 554.702 87.6661 655.878 392.84 692.007 517.44 235.717 601.645 503.506 391.996 662.761 68.229 386.317 395.359 418.172 387.558 448.948 240.995 310.608 134.439 282.64 53.8336 231.671 358.974 404.322 278.739 210.638 699.406 246.147 242.261 385.915 281.118 295.381 157.896 327.949 322.586 177.315 490.711 286.479 315.014 623.204 298.653 660.453 253.089 250.525 333.499 267.872 310.767 575.375 387.168 316.962 569.702 460.194 619.634 459.463 703.721 351.947 369.558 418.39 647.601 218.827 517.413 238.702 512.458 653.205 549.098 603.663 395.312 132.238 374.264 307.793 216.762 599.206 209.964 277.902 379.806 697.257 174.149 18.7001 159.332 526.46 553.377 146.285 514.977 630.468 499.628 564.554 
595.986 45.8299 622.402 706.483 499.792 87.2224 520.674 492.826 93.2011 555.341 360.273 265.991 677.628 464.795 467.262 441.023 472.889 309.875 0 174.773 579.655 682.891 384.42 261.446 170.92 311.35 517.092 109.424 62.3492 531.302 543.061 365.225 367.354 575.286 449.863 309.45 67.944 372.381 383.088 196.314 410.877 101.542 273.961 635.133 688.558 266.859 125.876 586.838 484.454 128.36 217.033 423.282 220.58 303.908 157.999 291.352 410.395 140.771 465.656 454.681 319.14 632.776 561.027 585.07 222.209 465.861 319.789 757.817 304.607 85.3921 666.199 498.512 615.769 643.856 298.085 625.062 411.923 490.368 493.412 476.282 107.202 603.207 237.308 515.397 289.127 78.7726 610.807 539.891 494.445 247.975 750.522 305.176 422.277 535.027 571.61 494.901 425.271 583.51 32.8616 470.708 361.552 77.8948 573.881 731.933 384.567 694.668 540.878 64.2417 255.379 114.412 400.698 584.572 565.429 55.2635 655.303 327.472 488.518 261.983 763.281 125.362 498.904 437.776 610.48 436.079 646.954 387.516 313.394 725.237 477.33 401.623 366.104 205.623 425.341 306.365 96.8968 598.108 152.381 274.586 169.609 539.783 172.038 316.695 459.93 484.483 530.824 333.833 485.798 404.479 642.084 655.243 
462.649 136.279 458.013 531.742 396.137 204.01 386.652 353.3 172.946 393.097 331.374 157.794 511.359 292.189 292.536 267.389 408.407 266.265 174.773 0 405.029 510.587 225.222 173.374 33.4419 200.624 373.909 184.607 124.422 386.328 392.556 203.746 206.283 435.151 299.438 271.86 153.626 216.936 282.058 161.569 289.439 141.744 124.461 461.236 514.419 98.5449 77.2998 433.788 322.775 180.042 53.2103 260.884 146.985 133.541 155.567 161.942 302.734 139.12 292.1 371.572 280.373 463.807 408.934 413.926 199.939 392.239 162.999 584.675 251.489 187.168 492.481 331.411 465.897 484.226 217.978 481.044 238.572 315.655 320.833 303.368 78.9454 496.615 137.468 376.448 277.937 142.22 474.048 369.924 350.134 94.4488 578.848 138.911 273.154 367.669 464.948 344.289 317.692 450.548 207.13 376.437 239.049 228.172 443.499 557.241 214.189 524.656 434.038 174.519 92.8177 60.3986 229.866 416.936 403.399 224.852 480.59 205.303 372.765 193.325 590.775 112.467 329.429 264.812 455.465 299.918 474 233.033 246.229 551.401 330.445 337.904 198.448 239.612 250.574 131.638 172.374 432.942 244.222 100.337 122.385 442.62 96.8494 281.618 375.183 326.801 369.082 210.439 324.26 364.447 470.673 480.475 
329.602 540.667 161.924 130.905 403.291 598.788 302.346 276.386 563.331 161.87 558.056 399.436 214.155 141.389 112.704 141.339 534.776 486.737 579.655 405.029 0 124.601 256.171 427.797 411.749 369.293 298.715 569.427 525.206 257.031 268.716 260.231 243.346 290.728 236.934 518.512 551.957 273.665 411.318 488.021 362.464 529.866 340.676 91.3192 128.466 316.836 468.895 227.372 206.879 547.018 369.509 201.923 446.742 279.822 502.004 345.836 399.404 498.684 118.054 477.5 520.28 124.432 226.178 119.63 495.361 507.477 300.106 205.379 489.523 574.987 117.829 168.273 256.223 247.868 421.889 291.753 179.566 89.5726 99.6257 130.138 477.023 439.205 402.026 281.201 535.352 533.784 320.619 97.579 256.815 345.236 215.599 283.969 249.674 123.163 422.981 229.012 373.297 326.098 611.729 421.563 360.204 625.08 333.354 152.364 204.837 189.079 408.583 568.896 338.452 465.269 188.965 159.777 164.375 627.865 83.3342 365.244 394.352 455.478 217.692 493.459 120.011 159.799 263.422 289.521 86.6289 248.237 467.059 166.472 278.95 503.164 240.969 564.979 154.949 274.076 554.825 186.077 610.474 305.109 471.48 475.089 440.074 504.31 444.394 228.573 201.791 341.058 207.409 557.518 102.561 79.5582 
301.637 646.805 114.802 114.584 411.164 710.271 304.502 292.247 675.756 165.734 682.653 521.248 280.985 265.629 227.242 243.845 656.917 542.744 682.891 510.587 124.601 0 380.299 550.039 512.224 434.981 414.648 683.22 625.195 257.809 380.716 383.279 324.055 270.124 279.606 642.693 661.812 397.723 535.698 607.43 486.301 642.381 459.73 158.859 149.887 416.098 579.46 201.763 328.563 634.307 480.923 271.457 566.847 378.985 586.963 422.551 523.15 587.08 219.197 599.775 644.613 70.3435 214.893 221.958 568.854 629.568 421.325 204.484 613.64 667.814 162.159 290.009 215.361 333.852 484.364 248.799 299.75 205.519 189.755 254.58 577.193 416.884 482.698 286.948 595.051 629.445 286.055 146.001 274.638 438.839 231.579 378.786 301.53 158.735 409.293 251.708 404.756 302.949 713.993 438.235 484.799 720.732 314.264 97.2203 298.525 238.776 403.799 664.599 453.39 569.641 282.303 261.651 160.428 727.824 115.382 489.309 513.737 578.141 221.565 606.637 186.699 282.356 360.709 326.584 38.7598 316.639 591.327 170.723 399.529 627.312 362.405 639.783 268.234 383.575 646.486 283.622 694.508 410.527 588.19 591.624 530.513 558.555 464.277 349.535 316.791 404.911 328.927 681.839 43.4474 104.772 
